name,country,latitude,longitude,timezone,population
Sunchales,Аргентина,-30.94478,-61.5597,America/Argentina/Cordoba,18757
Santo Tomé,Аргентина,-31.66274,-60.7653,America/Argentina/Cordoba,59072
Santiago del Estero,Аргентина,-27.80047,-64.26285,America/Argentina/Cordoba,252192
Santa Rosa,Аргентина,-36.61617,-64.28991,America/Argentina/Salta,102860
Santa Lucía,Аргентина,-31.54055,-68.49794,America/Argentina/San_Juan,43565
Santa Fe,Аргентина,-31.64881,-60.70868,America/Argentina/Cordoba,391164
San Salvador de Jujuy,Аргентина,-24.1928,-65.29342,America/Argentina/Jujuy,257970
San Ramón de la Nueva Orán,Аргентина,-23.13705,-64.32426,America/Argentina/Salta,74059
San Rafael,Аргентина,-34.61531,-68.33238,America/Argentina/Mendoza,118009
San Pedro de Jujuy,Аргентина,-24.23127,-64.86614,America/Argentina/Jujuy,58430
San Nicolás de los Arroyos,Аргентина,-33.33425,-60.2108,America/Argentina/Buenos_Aires,134217
San Miguel de Tucumán,Аргентина,-26.81601,-65.21051,America/Argentina/Tucuman,548866
San Martín de los Andes,Аргентина,-40.15789,-71.35337,America/Argentina/Salta,23519
San Martín,Аргентина,-33.08338,-68.47312,America/Argentina/Mendoza,82549
San Luis,Аргентина,-33.2914,-66.32467,America/Argentina/San_Luis,169947
San Justo,Аргентина,-30.78991,-60.59276,America/Argentina/Cordoba,21809
San Juan,Аргентина,-31.53726,-68.52568,America/Argentina/San_Juan,109123
San José de Jáchal,Аргентина,-30.24162,-68.74662,America/Argentina/San_Juan,21018
San Jorge,Аргентина,-31.89706,-61.85993,America/Argentina/Cordoba,16873
San Francisco,Аргентина,-31.42497,-62.08404,America/Argentina/Cordoba,59062
Catamarca,Аргентина,-28.46957,-65.78524,America/Argentina/Catamarca,159139
San Antonio Oeste,Аргентина,-40.73193,-64.94769,America/Argentina/Salta,16966
Salto,Аргентина,-34.29175,-60.2545,America/Argentina/Buenos_Aires,40157
Salta,Аргентина,-24.80645,-65.41999,America/Argentina/Salta,520683
Rufino,Аргентина,-34.26237,-62.71128,America/Argentina/Cordoba,18361
Rosario,Аргентина,-32.94682,-60.63932,America/Argentina/Cordoba,948312
Río Tercero,Аргентина,-32.17675,-64.11295,America/Argentina/Cordoba,53389
Río Segundo,Аргентина,-31.6501,-63.91165,America/Argentina/Cordoba,18155
Río Grande,Аргентина,-53.78773,-67.70975,America/Argentina/Ushuaia,52681
Río Gallegos,Аргентина,-51.6253,-69.25229,America/Argentina/Rio_Gallegos,95796
Río Cuarto,Аргентина,-33.13044,-64.35272,America/Argentina/Cordoba,157010
Río Colorado,Аргентина,-38.99081,-64.09574,America/Argentina/Salta,16132
Río Ceballos,Аргентина,-31.1697,-64.3175,America/Argentina/Cordoba,16632
Rawson,Аргентина,-43.30031,-65.10564,America/Argentina/Catamarca,26335
Rafaela,Аргентина,-31.25285,-61.49078,America/Argentina/Cordoba,88713
Quitilipi,Аргентина,-26.8708,-60.21537,America/Argentina/Cordoba,32083
Punta Alta,Аргентина,-38.8805,-62.07503,America/Argentina/Buenos_Aires,57209
Puerto Madryn,Аргентина,-42.76848,-65.03827,America/Argentina/Catamarca,64555
Profesor Salvador Mazza,Аргентина,-22.04897,-63.69075,America/Argentina/Salta,25000
Presidencia Roque Sáenz Peña,Аргентина,-26.79095,-60.44132,America/Argentina/Cordoba,81879
Pocito,Аргентина,-31.68333,-68.58333,America/Argentina/San_Juan,40969
Plottier,Аргентина,-38.96667,-68.23333,America/Argentina/Salta,25186
Pergamino,Аргентина,-33.89101,-60.57462,America/Argentina/Buenos_Aires,91399
Pérez,Аргентина,-32.99835,-60.76791,America/Argentina/Cordoba,24436
Pehuajó,Аргентина,-35.81081,-61.89897,America/Argentina/Buenos_Aires,44783
Paraná,Аргентина,-31.73271,-60.52897,America/Argentina/Cordoba,247139
Palpalá,Аргентина,-24.25798,-65.21358,America/Argentina/Jujuy,48199
Olavarría,Аргентина,-36.89384,-60.32319,America/Argentina/Buenos_Aires,89721
Nueve de Julio,Аргентина,-35.44394,-60.88463,America/Argentina/Buenos_Aires,34718
Neuquén,Аргентина,-38.95078,-68.0592,America/Argentina/Salta,231198
Morteros,Аргентина,-30.71066,-62.00714,America/Argentina/Cordoba,15129
Monteros,Аргентина,-27.16825,-65.49892,America/Argentina/Tucuman,23771
Mendoza,Аргентина,-32.88946,-68.84582,America/Argentina/Mendoza,114893
Marcos Juárez,Аргентина,-32.6978,-62.10672,America/Argentina/Cordoba,24226
Machagai,Аргентина,-26.92617,-60.04852,America/Argentina/Cordoba,28070
Lincoln,Аргентина,-34.86819,-61.52929,America/Argentina/Buenos_Aires,41808
Libertador General San Martín,Аргентина,-23.81305,-64.79353,America/Argentina/Jujuy,49267
Las Breñas,Аргентина,-27.08819,-61.08217,America/Argentina/Cordoba,26955
La Rioja,Аргентина,-29.41328,-66.85637,America/Argentina/La_Rioja,178872
La Falda,Аргентина,-31.09321,-64.48448,America/Argentina/Cordoba,15112
La Calera,Аргентина,-31.34582,-64.33849,America/Argentina/Cordoba,24796
Laboulaye,Аргентина,-34.12688,-63.39083,America/Argentina/Cordoba,19908
Junín,Аргентина,-34.59391,-60.94644,America/Argentina/Buenos_Aires,87509
Joaquín V. González,Аргентина,-25.11364,-64.12628,America/Argentina/Salta,19185
Jesús María,Аргентина,-30.98153,-64.09424,America/Argentina/Cordoba,26825
Granadero Baigorria,Аргентина,-32.85683,-60.71754,America/Argentina/Cordoba,32427
Gobernador Gálvez,Аргентина,-33.03016,-60.64045,America/Argentina/Cordoba,74650
General Villegas,Аргентина,-35.03264,-63.01484,America/Argentina/Buenos_Aires,16270
General Roca,Аргентина,-39.03333,-67.58333,America/Argentina/Salta,73212
General Pinedo,Аргентина,-27.32534,-61.28101,America/Argentina/Cordoba,15741
General Pico,Аргентина,-35.6593,-63.75787,America/Argentina/Salta,57029
General Mosconi,Аргентина,-22.59617,-63.811,America/Argentina/Salta,19811
Gálvez,Аргентина,-32.02957,-61.22097,America/Argentina/Cordoba,18374
Firmat,Аргентина,-33.45937,-61.4832,America/Argentina/Cordoba,18294
Famaillá,Аргентина,-27.05452,-65.40189,America/Argentina/Tucuman,30951
Esquel,Аргентина,-42.91147,-71.31947,America/Argentina/Catamarca,28486
Esperanza,Аргентина,-31.44957,-60.93153,America/Argentina/Cordoba,35885
Embarcación,Аргентина,-23.21003,-64.09965,America/Argentina/Salta,23961
Embalse,Аргентина,-32.20681,-64.40064,America/Argentina/Cordoba,15900
El Bolsón,Аргентина,-41.96051,-71.53336,America/Argentina/Salta,15537
Diamante,Аргентина,-32.0671,-60.64267,America/Argentina/Cordoba,19545
Deán Funes,Аргентина,-30.42498,-64.35274,America/Argentina/Cordoba,20164
Cutral-Có,Аргентина,-38.93424,-69.23052,America/Argentina/Salta,47380
Cruz del Eje,Аргентина,-30.72644,-64.80387,America/Argentina/Cordoba,28166
Crespo,Аргентина,-32.03077,-60.30619,America/Argentina/Cordoba,18296
Cosquín,Аргентина,-31.24525,-64.46574,America/Argentina/Cordoba,19070
Coronel Suárez,Аргентина,-37.45859,-61.93294,America/Argentina/Buenos_Aires,27000
Coronda,Аргентина,-31.97365,-60.91935,America/Argentina/Cordoba,16975
Córdoba,Аргентина,-31.40648,-64.18853,America/Argentina/Cordoba,2106734
Comodoro Rivadavia,Аргентина,-45.86256,-67.494,America/Argentina/Catamarca,140850
Cipolletti,Аргентина,-38.93392,-67.99032,America/Argentina/Salta,75078
Cinco Saltos,Аргентина,-38.82225,-68.06293,America/Argentina/Salta,19819
Chivilcoy,Аргентина,-34.8969,-60.01909,America/Argentina/Buenos_Aires,54514
Chimbas,Аргентина,-31.49313,-68.53263,America/Argentina/San_Juan,73829
Chilecito,Аргентина,-29.16163,-67.49934,America/Argentina/La_Rioja,42248
Charata,Аргентина,-27.21787,-61.18738,America/Argentina/Cordoba,27813
Chacabuco,Аргентина,-34.64203,-60.47124,America/Argentina/Buenos_Aires,34587
Centenario,Аргентина,-38.82955,-68.1318,America/Argentina/Salta,28956
Caucete,Аргентина,-31.6515,-68.28216,America/Argentina/San_Juan,33609
Catriel,Аргентина,-37.87552,-67.79451,America/Argentina/Salta,15169
Juan José Castelli,Аргентина,-25.9466,-60.62008,America/Argentina/Cordoba,36588
Casilda,Аргентина,-33.04459,-61.16423,America/Argentina/Cordoba,32002
Carmen de Patagones,Аргентина,-40.80255,-62.98349,America/Argentina/Buenos_Aires,20533
Carcarañá,Аргентина,-32.85704,-61.15114,America/Argentina/Cordoba,15619
Capitán Bermúdez,Аргентина,-32.82262,-60.71852,America/Argentina/Cordoba,27060
Cañada de Gómez,Аргентина,-32.82033,-61.39513,America/Argentina/Cordoba,36000
Caleta Olivia,Аргентина,-46.44785,-67.52274,America/Argentina/Rio_Gallegos,36077
Bell Ville,Аргентина,-32.63021,-62.68883,America/Argentina/Cordoba,35105
Bella Vista,Аргентина,-27.03424,-65.30196,America/Argentina/Tucuman,15126
Bahía Blanca,Аргентина,-38.7176,-62.26545,America/Argentina/Buenos_Aires,299101
Arroyo Seco,Аргентина,-33.15365,-60.51168,America/Argentina/Cordoba,20620
Arroyito,Аргентина,-31.41917,-63.05084,America/Argentina/Cordoba,19577
Arrecifes,Аргентина,-34.06306,-60.10261,America/Argentina/Buenos_Aires,26400
Añatuya,Аргентина,-28.4602,-62.83354,America/Argentina/Cordoba,20261
Alta Gracia,Аргентина,-31.64978,-64.42972,America/Argentina/Cordoba,40384
Allen,Аргентина,-38.97736,-67.82714,America/Argentina/Salta,26083
Alderetes,Аргентина,-26.81787,-65.14202,America/Argentina/Tucuman,38466
Albardón,Аргентина,-31.43722,-68.52556,America/Argentina/San_Juan,20413
Aimogasta,Аргентина,-28.56003,-66.80737,America/Argentina/La_Rioja,16625
Aguilares,Аргентина,-27.4315,-65.61465,America/Argentina/Tucuman,32494
Balvanera,Аргентина,-34.61032,-58.39766,America/Argentina/Buenos_Aires,152198
Villa Santa Rita,Аргентина,-34.61082,-58.481,America/Argentina/Buenos_Aires,34000
Villa Mercedes,Аргентина,-33.67571,-65.45783,America/Argentina/San_Luis,96781
San Miguel,Аргентина,-34.54335,-58.71229,America/Argentina/Buenos_Aires,168762
San Carlos de Bariloche,Аргентина,-41.14557,-71.30822,America/Argentina/Salta,95394
Adrogué,Аргентина,-34.80041,-58.38384,America/Argentina/Buenos_Aires,28265
Ingeniero Pablo Nogués,Аргентина,-34.47775,-58.70652,America/Argentina/Buenos_Aires,38470
Villa Sarmiento,Аргентина,-34.63364,-58.57047,America/Argentina/Buenos_Aires,17481
José C. Paz,Аргентина,-34.51541,-58.76813,America/Argentina/Buenos_Aires,230208
Döbling,Австрия,48.25,16.33333,Europe/Vienna,75418
Wolfsberg,Австрия,46.84056,14.84417,Europe/Vienna,25035
Wilten,Австрия,47.25829,11.38808,Europe/Vienna,18142
Wiener Neustadt,Австрия,47.80485,16.23196,Europe/Vienna,44820
Vienna,Австрия,48.20849,16.37208,Europe/Vienna,1691468
Wetzelsdorf,Австрия,47.05293,15.39923,Europe/Vienna,15687
Wels,Австрия,48.16667,14.03333,Europe/Vienna,16857
Villach,Австрия,46.61028,13.85583,Europe/Vienna,58882
Telfs,Австрия,47.30707,11.06817,Europe/Vienna,15229
Straßgang,Австрия,47.03333,15.4,Europe/Vienna,16268
Stockerau,Австрия,48.38333,16.21667,Europe/Vienna,16292
Steyr,Австрия,48.04274,14.42127,Europe/Vienna,38331
Simmering,Австрия,48.18333,16.43333,Europe/Vienna,101420
Sankt Pölten,Австрия,48.20762,15.63725,Europe/Vienna,21911
Sankt Peter,Австрия,47.05,15.46667,Europe/Vienna,15187
Sankt Peter,Австрия,46.62978,14.34016,Europe/Vienna,20320
Sankt Martin,Австрия,46.61667,14.28333,Europe/Vienna,20000
Salzburg,Австрия,47.79941,13.04399,Europe/Vienna,157245
Saalfelden am Steinernen Meer,Австрия,47.42681,12.848,Europe/Vienna,16790
Pradl,Австрия,47.26539,11.4152,Europe/Vienna,32588
Perchtoldsdorf,Австрия,48.11935,16.26607,Europe/Vienna,15047
Ottakring,Австрия,48.21667,16.3,Europe/Vienna,104627
Mödling,Австрия,48.08605,16.28921,Europe/Vienna,20555
Meidling,Австрия,48.16667,16.33333,Europe/Vienna,97624
Lustenau,Австрия,47.42642,9.65851,Europe/Vienna,22821
Linz,Австрия,48.30639,14.28611,Europe/Vienna,204846
Klosterneuburg,Австрия,48.30521,16.32522,Europe/Vienna,15614
Klagenfurt am Wörthersee,Австрия,46.62472,14.30528,Europe/Vienna,100316
Innsbruck,Австрия,47.26266,11.39454,Europe/Vienna,132493
Innere Stadt,Австрия,48.20906,16.37135,Europe/Vienna,16450
Penzing,Австрия,48.2,16.26667,Europe/Vienna,98176
Hötting,Австрия,47.26815,11.36868,Europe/Vienna,35043
Hohenems,Австрия,47.36121,9.68694,Europe/Vienna,16317
Hietzing,Австрия,48.18623,16.2965,Europe/Vienna,54265
Hernals,Австрия,48.22544,16.30871,Europe/Vienna,57546
Graz,Австрия,47.06733,15.44197,Europe/Vienna,303270
Fünfhaus,Австрия,48.19596,16.3183,Europe/Vienna,76396
Floridsdorf,Австрия,48.25,16.4,Europe/Vienna,162779
Feldkirch,Австрия,47.23306,9.6,Europe/Vienna,33420
Essling,Австрия,48.21289,16.52442,Europe/Vienna,21200
Eggenberg,Австрия,47.07,15.39871,Europe/Vienna,20511
Dornbirn,Австрия,47.41427,9.74195,Europe/Vienna,49278
Bregenz,Австрия,47.50311,9.7471,Europe/Vienna,29806
Baden,Австрия,48.00543,16.23264,Europe/Vienna,26286
Aspern,Австрия,48.21806,16.48306,Europe/Vienna,50687
Amstetten,Австрия,48.1229,14.87206,Europe/Vienna,15559
Favoriten,Австрия,48.16116,16.38233,Europe/Vienna,201882
Donaustadt,Австрия,48.2333,16.46002,Europe/Vienna,187007
Jakomini,Австрия,47.05441,15.44984,Europe/Vienna,32912
Lend,Австрия,47.08256,15.41589,Europe/Vienna,31147
Geidorf,Австрия,47.08393,15.444,Europe/Vienna,24767
Sankt Leonhard,Австрия,47.06924,15.45784,Europe/Vienna,15853
Andritz,Австрия,47.11387,15.42348,Europe/Vienna,19020
Gries,Австрия,47.06236,15.42421,Europe/Vienna,29363
Währing,Австрия,48.22611,16.34484,Europe/Vienna,51402
Landstraße,Австрия,48.2019,16.38792,Europe/Vienna,98389
Margareten,Австрия,48.1855,16.35373,Europe/Vienna,54412
Mariahilf,Австрия,48.19571,16.35215,Europe/Vienna,31381
Neubau,Австрия,48.20172,16.34715,Europe/Vienna,31521
Josefstadt,Австрия,48.21243,16.34549,Europe/Vienna,24499
Alsergrund,Австрия,48.22321,16.35506,Europe/Vienna,41645
Brigittenau,Австрия,48.24275,16.37551,Europe/Vienna,86967
Scarborough,Австралия,-31.89578,115.76431,Australia/Perth,17605
Rockingham,Австралия,-32.27682,115.72978,Australia/Perth,15312
Perth,Австралия,-31.95224,115.8614,Australia/Perth,2309338
Mount Isa,Австралия,-20.72523,139.49727,Australia/Brisbane,18317
Morphett Vale,Австралия,-35.13333,138.51667,Australia/Adelaide,24002
Mandurah,Австралия,-32.5269,115.7217,Australia/Perth,90306
Kwinana,Австралия,-32.23013,115.78128,Australia/Perth,30433
Gosnells,Австралия,-32.081,116.0054,Australia/Perth,21149
Geraldton,Австралия,-28.77897,114.61459,Australia/Perth,38595
Gawler,Австралия,-34.60251,138.74902,Australia/Adelaide,20006
Darwin,Австралия,-12.46113,130.84185,Australia/Darwin,139902
Byford,Австралия,-32.22099,116.009,Australia/Perth,18878
Busselton,Австралия,-33.65249,115.3455,Australia/Perth,21898
Bunbury,Австралия,-33.32711,115.64137,Australia/Perth,76452
Australind,Австралия,-33.2792,115.71504,Australia/Perth,15988
Alice Springs,Австралия,-23.69748,133.88362,Australia/Darwin,25186
Albany,Австралия,-35.02692,117.88369,Australia/Perth,35053
Adelaide,Австралия,-34.92866,138.59863,Australia/Adelaide,1469163
Yarraville,Австралия,-37.81667,144.9,Australia/Melbourne,15636
Wollert,Австралия,-37.58333,145.03333,Australia/Melbourne,24407
Wodonga,Австралия,-36.12179,146.88809,Australia/Melbourne,18582
Wheelers Hill,Австралия,-37.9,145.18333,Australia/Melbourne,20652
Westmead,Австралия,-33.80383,150.98768,Australia/Sydney,17835
Werribee,Австралия,-37.9,144.66667,Australia/Melbourne,50027
Warwick,Австралия,-28.21901,152.03438,Australia/Brisbane,15380
Warrnambool,Австралия,-38.38176,142.48799,Australia/Melbourne,29176
Warragul,Австралия,-38.15912,145.93118,Australia/Melbourne,15284
Wantirna South,Австралия,-37.88333,145.21667,Australia/Melbourne,20754
Wangaratta,Австралия,-36.35846,146.32056,Australia/Melbourne,19318
Wahroonga,Австралия,-33.71816,151.11561,Australia/Sydney,17652
Upper Coomera,Австралия,-27.87683,153.28572,Australia/Brisbane,24956
Tuggeranong Administrative District,Австралия,-35.41647,149.06954,Australia/Sydney,89461
Truganina,Австралия,-37.81667,144.75,Australia/Melbourne,36305
Traralgon,Австралия,-38.19528,146.5415,Australia/Melbourne,24605
Townsville,Австралия,-19.26639,146.80569,Australia/Brisbane,180820
Toowoomba,Австралия,-27.56056,151.95386,Australia/Brisbane,140303
Thornbury,Австралия,-37.75819,145.00583,Australia/Melbourne,19005
Thomastown,Австралия,-37.68333,145.01667,Australia/Melbourne,20234
Templestowe,Австралия,-37.75405,145.14864,Australia/Melbourne,16966
Tarneit,Австралия,-37.83634,144.65952,Australia/Melbourne,56370
Taree,Австралия,-31.91099,152.45387,Australia/Sydney,16359
Tamworth,Австралия,-31.09048,150.92905,Australia/Sydney,43874
Sydney,Австралия,-33.86785,151.20732,Australia/Sydney,5557233
Surry Hills,Австралия,-33.88374,151.21282,Australia/Sydney,15828
Surfers Paradise,Австралия,-28.00274,153.42999,Australia/Brisbane,31073
Sunbury,Австралия,-37.57742,144.72607,Australia/Melbourne,38851
Strathfield,Австралия,-33.88096,151.07986,Australia/Sydney,25769
Springvale,Австралия,-37.94853,145.15274,Australia/Melbourne,22174
South Yarra,Австралия,-37.83834,144.99149,Australia/Melbourne,25237
Southport,Австралия,-27.96724,153.39796,Australia/Brisbane,32965
Shepparton,Австралия,-36.38047,145.39867,Australia/Melbourne,51631
Seven Hills,Австралия,-33.78333,150.93333,Australia/Sydney,19196
Seaford,Австралия,-38.1,145.13333,Australia/Melbourne,17215
Saint Kilda,Австралия,-37.8676,144.98099,Australia/Melbourne,19490
Saint Ives,Австралия,-33.72976,151.15977,Australia/Sydney,18384
Saint Albans,Австралия,-37.73333,144.8,Australia/Melbourne,35091
Ryde,Австралия,-33.8188,151.1062,Australia/Sydney,26385
Rowville,Австралия,-37.93333,145.23333,Australia/Melbourne,33571
Rockhampton,Австралия,-23.38032,150.50595,Australia/Brisbane,78592
Rockdale,Австралия,-33.95,151.13333,Australia/Sydney,15436
Ringwood,Австралия,-37.81667,145.23333,Australia/Melbourne,19144
Richmond,Австралия,-37.81819,145.00176,Australia/Melbourne,28587
Reservoir,Австралия,-37.71667,145.0,Australia/Melbourne,51096
Quakers Hill,Австралия,-33.73333,150.88333,Australia/Sydney,26904
Preston,Австралия,-37.75,145.01667,Australia/Melbourne,33790
Port Melbourne,Австралия,-37.83961,144.94228,Australia/Melbourne,17633
Port Macquarie,Австралия,-31.43084,152.90894,Australia/Sydney,45692
Point Cook,Австралия,-37.91482,144.75088,Australia/Melbourne,66781
Pascoe Vale,Австралия,-37.73333,144.93333,Australia/Melbourne,18171
Palm Beach,Австралия,-28.11694,153.46584,Australia/Brisbane,15205
Pakenham,Австралия,-38.07018,145.47411,Australia/Melbourne,54118
Orange,Австралия,-33.28397,149.10018,Australia/Sydney,38408
